,Mirror,preopt,NT2,neb1,Neb-TS,opt-ts
1,0.00165895282446379,0.913134437085594,0.0083999446047206,0.00541220220136557,0.0155618400457764,0.140415697993747
2,0.0163897176584481,1.67784604448315,1.02751948653743,0.0070421174178427,0.00327664585072366,0.257404280969837
3,0.00379848950164592,0.011513010396876,0.00516420651900865,0.0170332684473309,0.00479151735015442,0.099824581863711
4,0.977581687353179,1.94635919923175,1.04987916858374,1.54492086227572,1.03046109779888,1.02647958160306
5,0.00245983140539742,0.0136114349395142,0.00895854853919891,0.0196957154910226,0.0173407739831676,0.0846922136069948
6,0.770532616127748,1.28988887112035,0.502078154578533,1.75852343722254,0.497337650609169,0.561318191633563
7,0.0384071883395346,1.77019564997682,0.951129370022572,1.18032002497942,1.20356172573228,0.277384296519198
8,0.603943009075896,1.04287504780653,0.706592990410771,1.00166896791998,1.31436168766995,0.72156565765636
9,0.486422604638112,1.79379332448877,0.754993655287269,1.66717461596645,2.11796432904979,0.454481789959269
10,0.319017126253282,0.730160049540459,0.599469524196484,1.07336016129252,0.777227942874197,1.02601440297304
11,0.00657408898128959,0.0224506744429877,0.0471325221605505,0.0193588375099538,1.14929630911134,0.094036665824786
12,0.480833712624527,1.00595038051839,0.964364897546209,1.34789941539498,2.00434709798245,0.621990365321281
13,0.787091300122493,2.10350659429047,2.17276249331896,,1.75614627316259,0.766193718386799
14,1.25675694787527,1.1614161856879,0.657662058563242,0.00895138293406893,0.00321781690508291,0.310215567579788
15,0.000161834019812737,1.39757611928456,0.953004334664195,0.00495956101764829,0.0041380953344775,0.0446710557234048
16,0.000995335947552822,1.75279978916942,0.614730260789409,1.37888329785252,0.322016009332578,0.104623327301523
17,1.28709783056963,1.98577673403825,1.19850826147589,0.00385725463124311,1.73789639550265,0.276204438838511
18,0.0302890343720174,0.00710438021882302,0.0155032221993821,0.00399247270801613,0.951220153712092,0.092499568864376
19,1.36427727706049,1.23151999134265,0.563610149850431,0.350200488148197,1.73934175664416,0.171605667697265
20,0.202858605569249,0.00833944987440633,0.77193507967562,0.0171328833340808,0.00900827706013809,0.382717712845078
21,0.00216917850858776,0.00858469873837494,0.27219456252161,1.32549995450696,1.32108628290238,0.0811238887349484
22,0.000850665883362518,1.30163331023088,0.0360180045176812,0.00195959316581157,0.0043649375384398,0.046803359405507
23,0.895789996480587,1.04819289724812,0.987620420339262,0.261497703006125,0.313468800811722,0.865127345147746
24,0.0173061748372673,1.63408153047515,0.681021380321097,0.126778700796324,0.0116995048449303,0.0905336766921784
25,0.0243117689312609,1.16479344871084,0.86432715542369,0.00117331839899845,0.698615863625336,0.123656301522945
26,0.734007754825856,1.90850181832058,0.991360122290121,0.00535301241835768,0.00877245106583607,0.125939386297727
27,0.126872462148792,1.38029881310863,0.355209034359535,0.107753363584481,0.195450140339175,0.233704863382326
28,0.0115690573678958,1.78088244676802,0.673119949799921,0.00615071822717074,0.00584979070227212,0.691076181863373
29,0.000190612567364169,0.769168707076407,0.614429685569831,0.00151814231416016,0.00042500951299881,0.0598068959407789
30,8.37391114690599E-05,0.479555956414502,0.725479224661245,0.450937537054343,0.450783013675831,0.0994745392068275
31,0.768627136317156,0.942849828238968,0.773504002748643,0.556467856107261,0.55589183603051,0.381684367711503
